Department,Name,No.,Date/Time 1,Date/Time 2,Date/Time  3,Location ID,ID Number,VerifyCode,CardNo,,
OUR COMPANY,80055,80055,8:34:00,13-Dec-23,8:34:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:21:00,13-Dec-23,17:21:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:29:00,14-Dec-23,8:29:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:31:00,14-Dec-23,17:31:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,9:34:00,16-Dec-23,9:34:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:47:00,17-Dec-23,8:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:52:00,18-Dec-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:30:00,18-Dec-23,17:30:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:55:00,19-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:18:00,19-Dec-23,17:18:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:45:00,20-Dec-23,8:45:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,18:22:00,20-Dec-23,18:22:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:32:00,21-Dec-23,8:32:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:49:00,21-Dec-23,17:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,9:00:00,23-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:08:00,23-Dec-23,17:08:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:33:00,24-Dec-23,8:33:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:57:00,24-Dec-23,17:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:53:00,26-Nov-23,8:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:20:00,26-Nov-23,17:20:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:58:00,27-Nov-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:12:00,27-Nov-23,17:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:57:00,30-Nov-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:01:00,30-Nov-23,17:01:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,9:05:00,2-Dec-23,9:05:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:57:00,3-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:07:00,3-Dec-23,17:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:58:00,5-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:00:00,5-Dec-23,17:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:55:00,6-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:10:00,6-Dec-23,17:10:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:56:00,7-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:00:00,7-Dec-23,17:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:52:00,10-Dec-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:06:00,10-Dec-23,17:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:43:00,11-Dec-23,8:43:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:03:00,11-Dec-23,17:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:56:00,17-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:51:00,18-Dec-23,8:51:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:12:00,18-Dec-23,17:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:49:00,19-Dec-23,8:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:30:00,19-Dec-23,17:30:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:49:00,20-Dec-23,8:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:07:00,20-Dec-23,17:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:57:00,23-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:05:00,23-Dec-23,17:05:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,8:48:00,24-Dec-23,8:48:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80059,80059,17:25:00,24-Dec-23,17:25:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:38:00,25-Nov-23,8:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:32:00,25-Nov-23,17:32:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:18:00,26-Nov-23,17:18:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:31:00,27-Nov-23,8:31:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:15:00,27-Nov-23,17:15:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:55:00,28-Nov-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:35:00,28-Nov-23,17:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,20:53:00,29-Nov-23,20:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,20:53:00,29-Nov-23,20:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:22:00,30-Nov-23,8:22:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,18:04:00,30-Nov-23,18:04:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,18:22:00,30-Nov-23,18:22:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:46:00,2-Dec-23,8:46:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:37:00,2-Dec-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:55:00,3-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:14:00,3-Dec-23,17:14:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:52:00,4-Dec-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:04:00,4-Dec-23,17:04:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:06:00,4-Dec-23,17:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:49:00,5-Dec-23,8:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:27:00,5-Dec-23,17:27:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:57:00,6-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:53:00,6-Dec-23,17:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:45:00,7-Dec-23,8:45:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:18:00,7-Dec-23,17:18:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:58:00,9-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:11:00,10-Dec-23,17:11:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:49:00,11-Dec-23,8:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,18:17:00,11-Dec-23,18:17:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,18:23:00,11-Dec-23,18:23:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:56:00,12-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:15:00,12-Dec-23,17:15:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,9:00:00,13-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:34:00,13-Dec-23,17:34:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:45:00,14-Dec-23,8:45:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:39:00,14-Dec-23,17:39:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:43:00,14-Dec-23,17:43:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:49:00,21-Dec-23,17:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:50:00,21-Dec-23,17:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:55:00,23-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:51:00,23-Dec-23,17:51:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,8:56:00,24-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80062,80062,17:10:00,24-Dec-23,17:10:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:24:00,25-Nov-23,9:24:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:43:00,26-Nov-23,8:43:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,16:27:00,26-Nov-23,16:27:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:58:00,29-Nov-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,19:15:00,29-Nov-23,19:15:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:57:00,30-Nov-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:55:00,3-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,19:49:00,3-Dec-23,19:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:57:00,4-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,20:16:00,4-Dec-23,20:16:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:56:00,5-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:00:00,5-Dec-23,17:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:00:00,6-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:10:00,6-Dec-23,17:10:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:59:00,10-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:06:00,10-Dec-23,17:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:01:00,11-Dec-23,9:01:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:03:00,11-Dec-23,17:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:15:00,17-Dec-23,9:15:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:01:00,17-Dec-23,17:01:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:19:00,19-Dec-23,9:19:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:06:00,19-Dec-23,17:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:00:00,20-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:02:00,20-Dec-23,17:02:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:05:00,21-Dec-23,9:05:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:07:00,21-Dec-23,17:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,8:57:00,23-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,17:00:00,23-Dec-23,17:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80063,80063,9:06:00,24-Dec-23,9:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:26:00,25-Nov-23,9:26:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:26:00,25-Nov-23,9:26:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,8:49:00,26-Nov-23,8:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:12:00,26-Nov-23,17:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:03:00,27-Nov-23,9:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:44:00,27-Nov-23,17:44:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:28:00,28-Nov-23,9:28:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:37:00,28-Nov-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:28:00,29-Nov-23,9:28:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,20:00:00,29-Nov-23,20:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:29:00,30-Nov-23,9:29:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:29:00,30-Nov-23,9:29:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:54:00,30-Nov-23,17:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:28:00,2-Dec-23,9:28:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:37:00,2-Dec-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:14:00,3-Dec-23,9:14:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:30:00,3-Dec-23,17:30:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,8:31:00,9-Dec-23,8:31:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,8:31:00,9-Dec-23,8:31:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:35:00,9-Dec-23,17:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:42:00,9-Dec-23,17:42:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,8:54:00,10-Dec-23,8:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,8:50:00,11-Dec-23,8:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,8:52:00,12-Dec-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:35:00,12-Dec-23,17:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:04:00,13-Dec-23,9:04:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:10:00,14-Dec-23,9:10:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:10:00,14-Dec-23,9:10:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:04:00,14-Dec-23,17:04:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:41:00,18-Dec-23,9:41:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:38:00,18-Dec-23,17:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,17:38:00,18-Dec-23,17:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,10:33:00,23-Dec-23,10:33:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,10:33:00,23-Dec-23,10:33:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:26:00,24-Dec-23,9:26:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80064,80064,9:26:00,24-Dec-23,9:26:00,104,,FP/PW/RF/FACE,,,
